index,question,answer,Usage
test_0369,কোন সাল থেকে রয়্যাল রাম্বল ম্যাচের বিজয়ীকে রেসলম্যানিয়ায় একটি ওয়ার্ল্ড চ্যাম্পিয়নশিপ ম্যাচে প্রতিদ্বন্দ্বিতা করার সুযোগ প্রদান করা হয়?,১৯৯৩।,Public
test_0370,রয়্যাল রাম্বল কালানুক্রমিকের অধীনে কততম অনুষ্ঠান ছিল ২০০৭ সালের রয়্যাল রাম্বল?,বিংশ।,Public
test_0371,ফিফা মহিলাদের বিশ্ব র‌্যাঙ্কিংয়ে মার্কিন যুক্তরাষ্ট্র জাতীয় মহিলা ফুটবল দল কখনো কোন অবস্থানে পৌঁছায়নি?,বিশ্বের তৃতীয় থেকে নিচের স্থান।,Private
test_0372,নিয়ামুল মুক্তা কোন ধরনের শিল্পী?,চলচ্চিত্র নির্মাতা।,Private
test_0373,অভিষেক সিংভী কোন প্রতিষ্ঠানে নির্বাচিত হন?,রাজ্যসভা।,Public
test_0374,ইম্পেরিয়াল জার্মান নৌবাহিনীর পৃষ্ঠের জাহাজগুলো কোন যুদ্ধের পরে বেশিরভাগই বন্দরে থেকে গিয়েছিল?,জাটল্যান্ডের যুদ্ধ।,Public
test_0375,লোক মনোবিজ্ঞানে মানুষের কোন দিকটি প্রাথমিকভাবে বিবেচনা করা হয়?,ইচ্ছা।,Private
test_0376,চিত্তরঞ্জন দাস ঠাকুর কোন রাজনৈতিক দলের নেতা ছিলেন?,ভারতের কমিউনিস্ট পার্টি।,Private
test_0377,মহকুমা কোন কর্মকর্তা দ্বারা শাসিত হয়?,মহকুমা কর্মকর্তা বা সাব-ডিভিশনাল ম্যাজিস্ট্রেট।,Public
test_0378,আগরতলা সরকারি মেডিকেল কলেজ প্রতিষ্ঠার উপলক্ষে কী ধরনের অনুষ্ঠানের আয়োজন করা হয়?,নানা অনুষ্ঠান।,Private
test_0379,বৌদ্ধধর্মের প্রভাব কোন ধর্মের উপর বিস্তার লাভ করে?,খ্রিস্টধর্ম।,Public
test_0380,খাওলাহ বিনতে আল-আযওয়ারের পিতার নাম কী?,আল-আযওয়ার।,Public
test_0381,আর্থার রোজ এলড্রেডের কতজন উত্তরসূরী মার্চ ২০০৭ পর্যন্ত স্কাউট ছিলেন?,চার।,Public
test_0382,সাতছড়ি জাতীয় উদ্যানের প্রাকৃতিক সৌন্দর্য ও জীববৈচিত্র্য সংরক্ষণে কোন প্রকল্পটি কাজ করে?,নিসর্গ সহায়তা প্রকল্প।,Public
test_0383,"দ্য বয়, দ্য মোল, দ্য ফক্স অ্যান্ড দ্য হর্স চলচ্চিত্রে কোন অভিনেতারা কন্ঠ দিয়েছেন?","জুড কোয়ার্ড নিকোল, টম হল্যান্ডার, ইদ্রিস এলবা এবং গ্যাব্রিয়েল বার্ন।",Private
test_0384,যুক্তরাজ্যে বহুগামী বিবাহ সম্পাদনের ক্ষেত্রে কোন ধারাটি প্রযোজ্য হয়?,ধারা ১১।,Public
test_0385,সন্তোষ মোহন দেব কোন দুটি রাজ্য থেকে নির্বাচিত হয়েছিলেন?,আসাম এবং ত্রিপুরা।,Public
test_0386,কানাই চন্দ্র মণ্ডল কোন রাজনৈতিক দলের সাথে যুক্ত?,সর্বভারতীয় তৃণমূল কংগ্রেস।,Public
test_0387,মেজর ধ্যান চাঁদ খেলরত্ন পুরস্কার কী দিয়ে গঠিত?,"একটি পদক, একটি মানপত্র ও নির্দিষ্ট পরিমাণ আর্থিক পুরস্কার।",Private
test_0388,সৈয়দ রেফাত আহমেদ কোন বিশ্ববিদ্যালয় থেকে আইনশাস্ত্রে স্নাতক (সম্মান) ডিগ্রী অর্জন করেন?,ঢাকা বিশ্ববিদ্যালয়।,Private
